date,nav
2010-09-22,92.9300
2010-09-23,92.9240
2010-09-24,93.7150
2010-09-27,93.9540
2010-09-28,93.8540
2010-09-29,93.1150
2010-09-30,93.2280
2010-10-01,94.2140
2010-10-04,94.4660
2010-10-05,94.3550
2010-10-06,94.4700
2010-10-07,94.1350
2010-10-08,93.9020
2010-10-11,94.1160
2010-10-12,93.6020
2010-10-13,94.9250
2010-10-14,94.3800
2010-10-15,92.8140
2010-10-18,93.1150
2010-10-19,92.9720
2010-10-20,92.7310
2010-10-21,94.2120
2010-10-22,94.0750
2010-10-25,94.2680
2010-10-26,93.4980
2010-10-27,92.5620
2010-10-28,92.8400
2010-10-29,92.9920
2010-11-01,93.7590
2010-11-02,94.9840
2010-11-03,95.7660
2010-11-04,97.1100
2010-11-08,96.6580
2010-11-09,96.9970
2010-11-10,96.7100
2010-11-11,95.6790
2010-11-12,94.0760
2010-11-15,94.3770
2010-11-16,93.0380
2010-11-18,93.0220
2010-11-19,91.5380
2010-11-22,92.9070
2010-11-23,91.9570
2010-11-24,91.3180
2010-11-25,90.6250
2010-11-26,89.8540
2010-11-29,90.4910
2010-11-30,91.2680
2010-12-01,92.7330
2010-12-02,93.3600
2010-12-03,92.6500
2010-12-06,92.0830
2010-12-07,91.7820
2010-12-08,91.0190
2010-12-09,88.7990
2010-12-10,89.7960
2010-12-13,90.5830
2010-12-14,91.4620
2010-12-15,90.8670
2010-12-16,91.4800
2010-12-20,91.1570
2010-12-21,91.2030
2010-12-22,91.3830
2010-12-23,91.5460
2010-12-24,91.7800
